donor_name_e,recipient_name_e,Total bilateral allocable aid,Aid focused on policy objective - volume,Aid focused on policy objective* - share,marker
Austria,Uganda,21.1066026797,2.2027626716,10.4%,climate_mitigation
Netherlands,Benin,12.1224357321,2.1726515431,17.9%,climate_mitigation
Spain,Mozambique,13.0223862343,2.1693655660,16.7%,climate_mitigation
Canada,Bolivia,12.7360642186,2.1523355192,17.4%,climate_mitigation
Spain,Ethiopia,10.0047211385,2.1504606765,21.5%,climate_mitigation
Denmark,Afghanistan,83.7088824273,2.0888260175,2.5%,climate_mitigation
New Zealand,Myanmar,19.7183372387,2.0859054200,10.6%,climate_mitigation
Spain,Honduras,15.9484857938,2.0242380493,12.7%,climate_mitigation
Austria,Mozambique,19.8005558740,1.8118533218,9.2%,climate_mitigation
New Zealand,Nauru,8.9190625880,1.6925903307,19%,climate_mitigation
Ireland,Chad,2.8133321845,1.6429050039,58.4%,climate_mitigation
Ireland,Tanzania,29.0143408175,1.5856378573,6.3%,climate_mitigation
Austria,Egypt,1.5955838841,1.5133177293,94.8%,climate_mitigation
Austria,Burkina Faso,12.4370193496,1.4724235091,11.9%,climate_mitigation
Ireland,Sierra Leone,18.5278890795,1.4649654669,8.1%,climate_mitigation
Iceland,Uganda,8.0038750801,1.3779576100,17.2%,climate_mitigation
Ireland,Uganda,28.1960065784,1.3406106094,7.5%,climate_mitigation
Luxembourg,Cabo Verde,18.4837617106,1.3086739535,12.4%,climate_mitigation
Ireland,Mozambique,31.7011834350,1.1987375244,4.3%,climate_mitigation
Czechia,Ethiopia,6.3093278456,1.1980327757,19%,climate_mitigation
Czechia,Bosnia and Herzegovina,6.5146526155,1.1436096218,17.6%,climate_mitigation
Finland,Zambia,2.5928320152,1.0170388219,39.2%,climate_mitigation
Ireland,West Bank and Gaza Strip,12.3228599829,1.0067337715,10.9%,climate_mitigation
New Zealand,Fiji,26.6896546352,0.9807318594,3.7%,climate_mitigation
Ireland,Kenya,10.6888763177,0.9606817345,10.8%,climate_mitigation
Lithuania,Georgia,1.5097728026,0.9014358529,78.5%,climate_mitigation
